momento de captura,rango de edad,industria,salario anual,compensaciones extra anuales,moneda,otra moneda,pais,estado us,ciudad,experiencia total,experiencia especifica,nivel educativo,genero,etnia
26/10/2021 15:10:28,25-34,Health care,92000,,USD,,United States,Idaho,Idaho,5-7 years,2 - 4 years,Master's degree,Man,White
26/10/2021 15:11:15,25-34,Computing or Tech,33280,1000.0,USD,,United States,Utah,Ogden,5-7 years,1 year or less,Some college,Man,White
26/10/2021 15:11:22,25-34,Health care,35000,0.0,USD,,Usa,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree,Woman,White
26/10/2021 15:13:12,55-64,"Accounting, Banking & Finance",170000,35000.0,USD,,USA,Oregon,Portland,31 - 40 years,31 - 40 years,Master's degree,Man,White
26/10/2021 15:14:31,35-44,Engineering or Manufacturing,75000,4000.0,USD,,United States,Minnesota,Eden Prairie,11 - 20 years,8 - 10 years,PhD,Woman,White
26/10/2021 15:15:37,25-34,Computing or Tech,97500,0.0,USD,,United States,Massachusetts,Lowell,2 - 4 years,1 year or less,College degree,Woman,White
26/10/2021 15:18:43,25-34,Computing or Tech,73000,23000.0,CAD,,Canada,,Toronto,2 - 4 years,2 - 4 years,Master's degree,Non-binary,White
26/10/2021 15:19:17,35-44,"Accounting, Banking & Finance",107000,10000.0,USD,,US,Louisiana,New Orleans,11 - 20 years,11 - 20 years,Master's degree,Man,White
26/10/2021 15:19:26,18-24,Business or Consulting,17500,1000.0,GBP,,England,,Haverhill,1 year or less,1 year or less,Some college,Woman,White
26/10/2021 15:19:31,25-34,Health care,98000,,USD,,United States,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
26/10/2021 15:19:36,25-34,Sales,160000,,USD,,United States,Minnesota,Pine Island,5-7 years,5-7 years,Some college,Man,White
26/10/2021 15:20:10,25-34,Education (Higher Education),16000,0.0,EUR,,Italy,,Rome,1 year or less,1 year or less,Master's degree,Man,White
26/10/2021 15:22:43,35-44,Computing or Tech,150000,,USD,,USA ,Ohio,Columbus ,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
26/10/2021 15:23:34,25-34,Biotech R&D,130000,5000.0,USD,,United States,California,Emeryville,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
26/10/2021 15:24:30,25-34,Insurance,65000,100.0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Man,White
26/10/2021 15:26:08,25-34,Education (Primary/Secondary),52000,,USD,,United States,Kentucky,Lexington ,5-7 years,5-7 years,Master's degree,Man,White
26/10/2021 15:27:04,18-24,Engineering or Manufacturing,55000,1000.0,USD,,USA,Florida,Kennedy Space Center,1 year or less,1 year or less,College degree,Man,White
26/10/2021 15:27:18,25-34,Art & Design,41600,,USD,,United States of America ,Oregon,Portland ,11 - 20 years,8 - 10 years,Some college,Non-binary,White
26/10/2021 15:29:51,25-34,Business or Consulting,33000,,EUR,,France,,Paris,2 - 4 years,2 - 4 years,Master's degree,,White
26/10/2021 15:31:31,25-34,Engineering or Manufacturing,71240,12000.0,USD,,USA,Michigan,Sterling Heights,11 - 20 years,11 - 20 years,College degree,Man,White
26/10/2021 15:35:38,25-34,Engineering or Manufacturing,110000,0.0,CAD,,Canada,,Toronto,11 - 20 years,11 - 20 years,College degree,Man,White
26/10/2021 15:40:26,25-34,"Accounting, Banking & Finance",80000,12000.0,USD,,USA ,Illinois,Remote,5-7 years,5-7 years,College degree,Woman,White
26/10/2021 15:41:09,45-54,Computing or Tech,75000,0.0,USD,,United States,Texas,Irving,31 - 40 years,21 - 30 years,Some college,Man,White
26/10/2021 15:45:46,25-34,Health care,64334,,USD,,United States,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,White
26/10/2021 15:45:52,18-24,Retail,29848,100.0,USD,,United States,Colorado,Colorado Springs,2 - 4 years,1 year or less,Some college,Woman,White
26/10/2021 15:47:25,25-34,"Accounting, Banking & Finance",100000,20000.0,USD,,USA,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Man,
26/10/2021 15:49:08,35-44,Law Enforcement & Security,75000,3500.0,CAD,,Canada,,Toronto,21 - 30 years,11 - 20 years,High School,Man,White
26/10/2021 15:51:16,45-54,Computing or Tech,110000,11000.0,USD,,United States,Oregon,Eugene,31 - 40 years,21 - 30 years,High School,Man,White
26/10/2021 15:59:54,25-34,Nonprofits,75000,,USD,,United States ,California,San Francisco ,5-7 years,2 - 4 years,College degree,Woman,White
26/10/2021 16:04:55,25-34,Law,67000,,USD,,USA,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
26/10/2021 16:06:25,35-44,Engineering or Manufacturing,110000,11000.0,USD,,USA,North Carolina,Raleigh,8 - 10 years,8 - 10 years,College degree,,White
26/10/2021 16:07:58,25-34,Art & Design,55000,0.0,USD,,USA,Alaska,Fairbanks,8 - 10 years,8 - 10 years,College degree,Woman,White
26/10/2021 16:10:08,35-44,Engineering or Manufacturing,113000,0.0,USD,,USA,Kansas,Overland Park ,8 - 10 years,5-7 years,Master's degree,Man,White
26/10/2021 16:12:47,25-34,Engineering or Manufacturing,45760,24180.0,USD,,Usa,Georgia,Adairsville,8 - 10 years,2 - 4 years,High School,Man,White
26/10/2021 16:13:15,35-44,"Accounting, Banking & Finance",125000,1200.0,USD,,United States ,Oregon,Newberg,21 - 30 years,11 - 20 years,College degree,Woman,White
26/10/2021 16:13:35,25-34,Property or Construction,36400,6955.0,USD,,United States of America,Ohio,Columbus,11 - 20 years,1 year or less,College degree,Man,White
26/10/2021 16:17:19,25-34,Property or Construction,70000,1500.0,USD,,U.S.,Washington,Redmond,5-7 years,5-7 years,Some college,Man,White
26/10/2021 16:27:47,55-64,Education (Higher Education),34000,0.0,USD,,US,Idaho,Moscow ,11 - 20 years,2 - 4 years,College degree,Woman,White
26/10/2021 16:32:33,25-34,Automotive,80000,,USD,,United States,Colorado,Colorado Springs,8 - 10 years,5-7 years,College degree,Man,White
26/10/2021 16:43:37,35-44,Recruitment or HR,38480,,USD,,USA,California,Santa Ana,8 - 10 years,2 - 4 years,High School,Man,"Hispanic, Latino, or Spanish origin"
26/10/2021 16:46:36,35-44,Engineering or Manufacturing,114000,0.0,USD,,United States,Connecticut,Middletown,11 - 20 years,11 - 20 years,Some college,Man,White
26/10/2021 16:53:26,25-34,Health care,175000,43200.0,USD,,USA,California,Bay area,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
26/10/2021 16:55:32,35-44,Health care,79000,,USD,,United States,Michigan,Grand rapids,11 - 20 years,11 - 20 years,College degree,Woman,White
26/10/2021 17:01:40,35-44,Engineering or Manufacturing,155000,,AUD/NZD,,Australia,,Sydney,11 - 20 years,11 - 20 years,College degree,Man,White
26/10/2021 17:03:48,25-34,Computing or Tech,58500,0.0,GBP,,United Kingdom,,London,5-7 years,5-7 years,High School,Man,White
26/10/2021 17:05:00,25-34,Computing or Tech,53000,4000.0,USD,,united states,California,santa barbara,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White"
26/10/2021 17:09:02,25-34,"Accounting, Banking & Finance",107000,1000.0,CAD,,Canada,,Calgary,8 - 10 years,8 - 10 years,Master's degree,Woman,White
26/10/2021 17:09:38,25-34,Nonprofits,31200,,USD,,United States of America,Nevada,Las Vegas,11 - 20 years,2 - 4 years,Some college,Woman,White
26/10/2021 17:22:52,18-24,"Accounting, Banking & Finance",39645,2500.0,USD,,USA,New York,Sidney,2 - 4 years,1 year or less,Some college,Man,"Hispanic, Latino, or Spanish origin, White"
26/10/2021 17:24:30,35-44,Engineering or Manufacturing,150000,,USD,,usa,Washington,seattle,21 - 30 years,11 - 20 years,High School,Man,White
26/10/2021 17:25:46,18-24,Health care,44800,,USD,,USA,Rhode Island,Providence,8 - 10 years,2 - 4 years,High School,Woman,White
26/10/2021 17:28:42,25-34,Computing or Tech,69500,0.0,USD,,United States,Oregon,Portland,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
26/10/2021 17:29:21,18-24,Business or Consulting,72000,10000.0,USD,,United States,Texas,Dallas,2 - 4 years,1 year or less,College degree,Man,Asian or Asian American
26/10/2021 17:30:11,25-34,Computing or Tech,47000,,GBP,,England ,,Brighton ,5-7 years,2 - 4 years,College degree,Woman,White
26/10/2021 17:31:55,35-44,Education (Higher Education),133000,,USD,,United States,California,Lancaster,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
26/10/2021 17:34:36,25-34,Education (Primary/Secondary),46000,0.0,USD,,United States,Virginia,Woodbridge,8 - 10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
26/10/2021 17:46:04,25-34,Engineering or Manufacturing,130000,3000.0,USD,,United States,Pennsylvania,Philadelphia ,8 - 10 years,8 - 10 years,Master's degree,Man,White
26/10/2021 17:50:45,35-44,Consulting,250000,50000.0,USD,,United States,Utah,Salt Lake,8 - 10 years,5-7 years,Some college,Man,White
26/10/2021 17:57:51,35-44,Engineering or Manufacturing,80500,0.0,USD,,United States of America,Georgia,Atlanta,11 - 20 years,1 year or less,College degree,Man,White
26/10/2021 17:57:52,35-44,Law,104000,5000.0,USD,USD,USA,Oregon,Portland,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
26/10/2021 17:59:05,18-24,Retail,22000,0.0,USD,,Usa,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
26/10/2021 18:04:26,18-24,Health care,35000,,USD,,US,California,San Diego,8 - 10 years,5-7 years,Some college,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White, Another option not listed here or prefer not to answer"
26/10/2021 18:08:12,35-44,Engineering or Manufacturing,130000,9000.0,USD,,United States of America,Kentucky,Louisville,11 - 20 years,11 - 20 years,Master's degree,Man,White
26/10/2021 18:13:48,18-24,Property or Construction,42000,0.0,USD,,United States,Washington,Spokane,1 year or less,5-7 years,High School,Woman,White
26/10/2021 18:17:11,35-44,Engineering or Manufacturing,65000,2000.0,USD,,Usa,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,High School,Man,White
26/10/2021 18:25:40,25-34,Property or Construction,35000,0.0,USD,,Usa,Ohio,North canton ,1 year or less,1 year or less,High School,Man,White
26/10/2021 18:26:28,35-44,"Marketing, Advertising & PR",70000,10000.0,CAD,,Canada,,Vancouver,11 - 20 years,11 - 20 years,College degree,Woman,"Black or African American, White"
26/10/2021 18:26:39,18-24,Retail,35360,,USD,,US,New York,albany,2 - 4 years,2 - 4 years,Some college,Man,"Black or African American, Hispanic, Latino, or Spanish origin, White"
26/10/2021 18:27:15,25-34,Computing or Tech,102000,,USD,,United States,Michigan,Detroit,5-7 years,5-7 years,College degree,Woman,Black or African American
26/10/2021 18:32:22,18-24,Retail,30000,0.0,USD,,United States,Mississippi,Hattiesburg,5-7 years,5-7 years,High School,Woman,White
26/10/2021 18:32:31,18-24,Hospitality & Events,29000,1200.0,USD,,USA,Michigan,Houghton,5-7 years,1 year or less,Some college,Woman,White
26/10/2021 18:48:14,25-34,Retail,44000,0.0,USD,,United States,Maine,South Portland,11 - 20 years,2 - 4 years,High School,Man,White
26/10/2021 18:54:03,25-34,Transport or Logistics,52000,0.0,CAD,,Canada,,Perth ,11 - 20 years,1 year or less,Some college,Man,White
26/10/2021 18:58:25,25-34,Art & Design,58240,,USD,,USA,Nevada,Las Vegas,5-7 years,5-7 years,Some college,Woman,White
26/10/2021 19:04:03,25-34,Health care,24000,0.0,USD,,United States,Pennsylvania,Media,8 - 10 years,8 - 10 years,Some college,Woman,White
26/10/2021 19:04:33,18-24,Transport or Logistics,66000,5000.0,USD,,United States,Pennsylvania,Hershey ,2 - 4 years,2 - 4 years,College degree,Woman,White
26/10/2021 19:05:44,18-24,Engineering or Manufacturing,39520,,USD,,United States,New Hampshire,Manchester,2 - 4 years,1 year or less,Some college,Non-binary,"Black or African American, Middle Eastern or Northern African, White"
26/10/2021 19:20:28,18-24,Entertainment,29000,,USD,,United States,Indiana,Indianapolis,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
26/10/2021 19:22:50,25-34,Health care,33150,0.0,USD,,USA,Connecticut,Enfield,8 - 10 years,2 - 4 years,College degree,Woman,White
26/10/2021 19:25:02,18-24,Engineering or Manufacturing,93500,0.0,USD,,USA,Iowa,Cedar Rapids,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
26/10/2021 19:36:54,35-44,Retail,125000,40000.0,GBP,,United Kingdom,,Manchester,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,"Middle Eastern or Northern African, White"
26/10/2021 19:50:37,25-34,Computing or Tech,210000,,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Man,White
26/10/2021 20:04:53,25-34,Engineering or Manufacturing,82000,1000.0,USD,,United States,Florida,Tallahassee,5-7 years,5-7 years,Master's degree,Woman,White
26/10/2021 20:08:17,25-34,Food,37440,,USD,,US,California,Salinas,5-7 years,8 - 10 years,Some college,Man,"Hispanic, Latino, or Spanish origin"
26/10/2021 20:08:24,25-34,Computing or Tech,154000,85000.0,USD,,United States,California,San Francisco,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
26/10/2021 20:13:25,35-44,Engineering or Manufacturing,79600,5000.0,USD,,USA ,Massachusetts,Brockton,11 - 20 years,11 - 20 years,Master's degree,Woman,White
26/10/2021 20:17:00,45-54,Education (Primary/Secondary),80000,0.0,USD,,United States,Ohio,Cleveland,21 - 30 years,21 - 30 years,Master's degree,Woman,White
26/10/2021 20:21:41,25-34,Property or Construction,35000,1000.0,USD,,USA,Utah,Salt lake,2 - 4 years,5-7 years,Some college,Man,White
26/10/2021 20:22:14,25-34,Health care,97882,,USD,,U.S.,Washington,Olympia,11 - 20 years,8 - 10 years,College degree,Woman,"Asian or Asian American, White"
26/10/2021 20:24:45,35-44,"Accounting, Banking & Finance",100000,0.0,USD,,United States,Florida,Lake Buena Vista,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
26/10/2021 20:27:25,25-34,Health care,41070,300.0,USD,,Usa,Missouri,Kansas city,5-7 years,5-7 years,Some college,Woman,White
26/10/2021 20:33:52,25-34,Retail,34840,2000.0,USD,,United States of America,New Jersey,Burlington,5-7 years,5-7 years,College degree,Woman,White
26/10/2021 21:00:44,35-44,Recruitment or HR,66000,0.0,USD,,United States,Pennsylvania,Erie,8 - 10 years,2 - 4 years,Master's degree,Woman,White
26/10/2021 21:01:42,25-34,Art & Design,43000,0.0,USD,,United States,Kentucky,Fort Campbell,2 - 4 years,2 - 4 years,College degree,Woman,White
26/10/2021 21:13:35,25-34,Health care,82000,0.0,USD,,United States,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman,White
26/10/2021 21:20:10,25-34,Science,54000,0.0,USD,,United States,Virginia,Charlottesville,8 - 10 years,8 - 10 years,PhD,Man,White
26/10/2021 21:21:29,45-54,Computing or Tech,110000,11000.0,USD,,United States ,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,Master's degree,Man,White
26/10/2021 21:25:00,25-34,Health care,84000,0.0,USD,,United States,New York,New York,2 - 4 years,2 - 4 years,Master's degree,Woman,White
26/10/2021 21:29:29,25-34,Computing or Tech,120000,18000.0,USD,,USA,Pennsylvania,Pittsburgh ,8 - 10 years,5-7 years,College degree,Man,White
26/10/2021 21:30:53,25-34,Recruitment or HR,70000,0.0,USD,,United States,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman,White
26/10/2021 21:56:02,18-24,Transport or Logistics,45000,0.0,USD,,United States of America,Texas,Garland,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
26/10/2021 22:07:30,25-34,"Accounting, Banking & Finance",70000,3000.0,USD,,United States,California,Los Angeles ,2 - 4 years,2 - 4 years,College degree,Man,Middle Eastern or Northern African
26/10/2021 22:09:20,45-54,It security ,116000,,USD,,United States,Pennsylvania,Horsham,11 - 20 years,11 - 20 years,Some college,Man,White
26/10/2021 22:36:03,25-34,Health care,65000,10000.0,USD,,United States ,North Carolina,Charlotte,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
26/10/2021 22:38:20,25-34,Health care,65000,,USD,,United States,Texas,Houston TX,8 - 10 years,2 - 4 years,Master's degree,Woman,White
26/10/2021 22:39:07,25-34,Property or Construction,61800,8000.0,USD,,United States ,Minnesota,Edina,8 - 10 years,5-7 years,College degree,Woman,White
26/10/2021 22:42:29,18-24,Computing or Tech,160000,40000.0,USD,,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
26/10/2021 22:43:50,45-54,Transport or Logistics,90000,0.0,USD,,USA,Texas,Dallas ,8 - 10 years,8 - 10 years,High School,Man,White
26/10/2021 22:46:45,25-34,Nonprofits,37000,5000.0,USD,,United States ,New Jersey,Paterson ,2 - 4 years,1 year or less,College degree,Man,White
26/10/2021 22:47:27,25-34,Health care,130000,2000.0,USD,,United States,New York,New York,1 year or less,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,White
26/10/2021 22:53:54,25-34,"Accounting, Banking & Finance",107000,,USD,,United States,Virginia,Norfolk,8 - 10 years,8 - 10 years,Master's degree,Man,White
26/10/2021 22:57:07,55-64,Retail,31200,,USD,,United States,Arizona,Safford,41 years or more,1 year or less,College degree,Woman,White
26/10/2021 23:04:52,25-34,Agriculture or Forestry,31200,1000.0,USD,,USA,Illinois,Mahomet,8 - 10 years,5-7 years,College degree,Woman,White
26/10/2021 23:05:30,25-34,Sales,80000,30000.0,USD,,United States,Minnesota,Saint Paul,11 - 20 years,5-7 years,High School,Man,White
26/10/2021 23:06:55,25-34,Law,70000,1500.0,USD,,United States of America,California,"San Diego, CA",2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
26/10/2021 23:07:33,25-34,Business or Consulting,310000,100000.0,USD,,United States,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,White
26/10/2021 23:09:22,18-24,"Marketing, Advertising & PR",43000,,USD,,USA,Illinois,Betavia,2 - 4 years,2 - 4 years,College degree,Man,
27/10/2021 00:03:55,25-34,Computing or Tech,148000,20000.0,USD,,United states,Washington,Seattle,8 - 10 years,2 - 4 years,College degree,Man,White
27/10/2021 00:11:41,18-24,Retail,18720,100.0,USD,,U.S,North Carolina,Louisburg,1 year or less,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin"
27/10/2021 00:18:20,45-54,Computing or Tech,135000,50000.0,USD,,United States,Utah,Lehi,21 - 30 years,2 - 4 years,Master's degree,Man,Another option not listed here or prefer not to answer
27/10/2021 00:31:48,35-44,Veterinary ,31200,0.0,USD,,United States,Virginia,Richmond,21 - 30 years,11 - 20 years,High School,Woman,White
27/10/2021 00:39:37,18-24,Hospitality & Events,35350,2000.0,USD,,united states,Minnesota,Saint Paul,2 - 4 years,2 - 4 years,College degree,Woman,White
27/10/2021 00:42:56,35-44,Energy,104000,30640.0,USD,,USA,Texas,Dallas,21 - 30 years,11 - 20 years,College degree,Woman,Asian or Asian American
27/10/2021 00:55:07,18-24,Restaurant ,29120,0.0,USD,,United States ,"Alabama, California",Cerritos,5-7 years,5-7 years,High School,Man,"Hispanic, Latino, or Spanish origin"
27/10/2021 01:10:36,45-54,Government and Public Administration,83000,,USD,,USA,California,Los Angeles,11 - 20 years,5-7 years,Master's degree,Woman,White
27/10/2021 02:01:56,35-44,Engineering or Manufacturing,160000,,USD,,United States,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Man,White
27/10/2021 02:10:05,25-34,Engineering or Manufacturing,75000,7500.0,CAD,,Canada ,,Montreal,5-7 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
27/10/2021 02:27:35,25-34,Engineering or Manufacturing,70000,0.0,USD,,united states,Illinois,Vernon hills,8 - 10 years,5-7 years,Some college,Man,White
27/10/2021 07:35:42,25-34,Transport or Logistics,70000,1000.0,USD,,United States,Michigan,Detroit,5-7 years,2 - 4 years,College degree,Man,Middle Eastern or Northern African
27/10/2021 10:21:51,55-64,Health care,90000,0.0,USD,,United States,Texas,Austin,21 - 30 years,11 - 20 years,College degree,Woman,White
27/10/2021 10:33:05,35-44,Education (Higher Education),45000,,USD,,United States,New Jersey,Mount Laurel,11 - 20 years,2 - 4 years,College degree,Woman,White
27/10/2021 12:01:00,25-34,Computing or Tech,134800,115200.0,USD,,USA,Washington,Seattle,5-7 years,2 - 4 years,Master's degree,Man,White
27/10/2021 12:24:05,45-54,"Accounting, Banking & Finance",118000,7000.0,USD,,United States,Oregon,Hillsboro,11 - 20 years,11 - 20 years,Master's degree,Man,White
27/10/2021 12:24:16,25-34,Engineering or Manufacturing,115000,5000.0,USD,,USA,North Carolina,RTP,5-7 years,5-7 years,College degree,Man,White
27/10/2021 13:37:32,25-34,Property or Construction,154000,3000.0,USD,,United States,New Jersey,Branchburg,5-7 years,5-7 years,College degree,Man,White
27/10/2021 15:19:23,25-34,Insurance,120000,0.0,USD,,Denmark,,Copenhagen,5-7 years,2 - 4 years,Master's degree,Man,White
27/10/2021 17:35:45,35-44,Computing or Tech,170000,35000.0,USD,,USA,Florida,Lakeland,11 - 20 years,11 - 20 years,Some college,Man,White
27/10/2021 18:14:15,25-34,Business or Consulting,90000,30000.0,GBP,,UK,,London,5-7 years,5-7 years,College degree,Man,Another option not listed here or prefer not to answer
27/10/2021 20:20:07,35-44,Business or Consulting,140000,0.0,USD,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,PhD,Man,White
27/10/2021 20:50:40,25-34,Administration in MLM,42000,2000.0,USD,,United States,California,Ontario,8 - 10 years,5-7 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
27/10/2021 21:29:40,25-34,Business or Consulting,45000,1000.0,GBP,,UK,,London,8 - 10 years,5-7 years,College degree,Woman,White
28/10/2021 02:51:39,25-34,Computing or Tech,105000,10500.0,USD,,United States,Florida,Jacksonville Beach,11 - 20 years,8 - 10 years,College degree,Woman,White
28/10/2021 05:10:29,25-34,Utilities & Telecommunications,66000,7000.0,CAD,,Canada,,Vancouver,5-7 years,5-7 years,College degree,Man,White
28/10/2021 11:11:50,25-34,Computing or Tech,113000,15000.0,USD,,USA,Utah,Salt Lake City,8 - 10 years,5-7 years,College degree,Man,White
28/10/2021 11:28:05,18-24,Retail,35000,3000.0,USD,,United States,Alabama,Birmingham ,2 - 4 years,2 - 4 years,College degree,Non-binary,"Hispanic, Latino, or Spanish origin"
28/10/2021 11:29:14,25-34,Education (Higher Education),59000,4500.0,USD,,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
28/10/2021 14:56:01,25-34,Computing or Tech,55000,1000.0,USD,,United States,Colorado,Denver,2 - 4 years,1 year or less,College degree,Man,White
28/10/2021 15:13:16,35-44,Retail,59000,35000.0,GBP,,ENGLAND,,Loughborough,11 - 20 years,11 - 20 years,Some college,Man,White
29/10/2021 08:49:43,25-34,Media & Digital,156000,50000.0,USD,,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Man,White
29/10/2021 11:08:17,18-24,"Marketing, Advertising & PR",75000,1500.0,USD,,United State of America,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
29/10/2021 17:45:31,35-44,Nonprofits,115000,,USD,,US,Tennessee,Memphis,11 - 20 years,11 - 20 years,Master's degree,Woman,"Asian or Asian American, White"
29/10/2021 19:03:39,45-54,Entertainment,150000,,USD,,USA,Louisiana,New Orleans,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
29/10/2021 19:07:21,18-24,Sales,100000,80000.0,CAD,,Canada,,Calgary ,2 - 4 years,2 - 4 years,Some college,Man,White
29/10/2021 23:39:40,25-34,Engineering or Manufacturing,84000,12000.0,USD,,USA,Indiana,Indianapolis,2 - 4 years,2 - 4 years,Master's degree,Man,Another option not listed here or prefer not to answer
30/10/2021 01:48:21,25-34,Computing or Tech,115000,55000.0,USD,,United States ,California,San Francisco ,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
30/10/2021 04:05:22,25-34,Computing or Tech,41000,,EUR,,The Netherlands,,Maastricht,5-7 years,2 - 4 years,High School,Man,White
30/10/2021 12:32:53,45-54,"Accounting, Banking & Finance",39500,0.0,USD,,USA,Michigan,Troy,11 - 20 years,11 - 20 years,College degree,Woman,White
30/10/2021 21:16:21,25-34,Engineering or Manufacturing,112320,10000.0,USD,,USA,Washington,Tacoma,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
31/10/2021 10:36:20,18-24,"Accounting, Banking & Finance",20000,1000.0,USD,,Zimbabwe,Alabama,New York,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
31/10/2021 13:26:20,35-44,Engineering or Manufacturing,55000,,USD,,United states,Illinois,Mt. Vernon,11 - 20 years,2 - 4 years,College degree,Man,White
01/11/2021 04:32:26,18-24,Recruitment or HR,43000,,USD,,United States,California,San Diego,2 - 4 years,1 year or less,College degree,Man,White
01/11/2021 12:03:51,25-34,Sales,192000,0.0,USD,,United States,Ohio,Cleveland,8 - 10 years,5-7 years,Some college,Man,White
01/11/2021 16:41:55,35-44,academic research,80000,0.0,USD,,USA,New York,NYC,11 - 20 years,8 - 10 years,PhD,Man,"Asian or Asian American, White"
01/11/2021 19:16:15,18-24,Insurance,35000,0.0,USD,,USA,Minnesota,Minneapolis ,2 - 4 years,2 - 4 years,Some college,Non-binary,White
01/11/2021 23:16:30,25-34,"Accounting, Banking & Finance",118700,18000.0,USD,,United States,North Carolina,Charlotte,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
02/11/2021 04:57:55,25-34,Art & Design,57000,,USD,,Australia ,,Canberra,8 - 10 years,5-7 years,Master's degree,Woman,White
02/11/2021 14:56:23,18-24,Business or Consulting,55000,2000.0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
02/11/2021 18:58:54,35-44,Education (Higher Education),57000,0.0,USD,,USA,California,Merced,8 - 10 years,5-7 years,PhD,Man,White
02/11/2021 21:36:46,45-54,Engineering or Manufacturing,85000,3000.0,USD,,USA ,New York,Melville ,11 - 20 years,8 - 10 years,College degree,Woman,White
02/11/2021 22:52:03,35-44,Health care,132000,0.0,USD,,USA,Missouri,Kansas City,21 - 30 years,11 - 20 years,College degree,Man,White
03/11/2021 08:57:02,25-34,Property or Construction,58000,0.0,CAD,,Canada,,Toronto,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
04/11/2021 12:34:16,25-34,Engineering or Manufacturing,61500,,CAD,,Canada,,L'Islet,2 - 4 years,1 year or less,College degree,Man,White
04/11/2021 18:10:18,25-34,Computing or Tech,86000,9000.0,USD,,U.S.,Iowa,Dubuque,5-7 years,2 - 4 years,Some college,Man,White
05/11/2021 09:20:07,35-44,Art & Design,115000,,USD,,United States,Colorado,Denver,11 - 20 years,8 - 10 years,College degree,Woman,White
05/11/2021 10:30:54,35-44,Nonprofits,110000,1000.0,USD,,USA,California,Mountain View,11 - 20 years,8 - 10 years,Master's degree,Woman,White
05/11/2021 12:40:56,35-44,Engineering or Manufacturing,160000,0.0,USD,,US,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
05/11/2021 14:03:08,25-34,Computing or Tech,140000,10000.0,USD,,USA,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Man,White
05/11/2021 17:07:06,35-44,"Accounting, Banking & Finance",79000,18000.0,USD,,US,New York,NYC,11 - 20 years,5-7 years,College degree,Woman,White
