"pais"¬"estado us"¬"ciudad"¬"pais_corregido"¬"ciudad_corregido"¬"Clave"
"US"¬"Connecticut"¬"Branford"¬"Estados Unidos"¬"Branford"¬"US|Connecticut|Branford"
"England, UK"¬¬"Northampton"¬"Reino Unido"¬"Northampton"¬"England, UK||Northampton"
"England "¬¬"Coventry "¬"Reino Unido"¬"Coventry "¬"England ||Coventry "
"England"¬¬"Skipton"¬"Reino Unido"¬"Skipton"¬"England||Skipton"
"Italy"¬¬"Teramo"¬"Italia"¬"Teramo"¬"Italy||Teramo"
"England"¬¬"Buckinghamshire "¬"Reino Unido"¬"Buckinghamshire "¬"England||Buckinghamshire "
"Australia "¬¬"Gympie "¬"Australia"¬"Gympie "¬"Australia ||Gympie "
"Canada"¬¬"Toronto Ontario"¬"Canadá"¬"Sin validar"¬"Canada||Toronto Ontario"
"UK"¬¬"Basingstoke "¬"Reino Unido"¬"Basingstoke "¬"UK||Basingstoke "
"UK"¬¬"Chirk"¬"Reino Unido"¬"Chirk"¬"UK||Chirk"
"New Zealand "¬¬"Lower Hutt, Wellington"¬"Nueva Zelanda"¬"Lower Hutt"¬"New Zealand ||Lower Hutt, Wellington"
"Wales (UK)"¬¬"Swansea"¬"Reino Unido"¬"Swansea"¬"Wales (UK)||Swansea"
"United States"¬"Florida"¬"Jacksonville "¬"Estados Unidos"¬"Jacksonville "¬"United States|Florida|Jacksonville "
"Uk"¬¬"Edinburgh (Scotland)"¬"Reino Unido"¬"Edinburgh"¬"Uk||Edinburgh (Scotland)"
"Australia "¬¬"Singleton"¬"Australia"¬"Singleton"¬"Australia ||Singleton"
"United States "¬"New York"¬"Delmar "¬"Estados Unidos"¬"Delmar "¬"United States |New York|Delmar "
"United States"¬"Ohio"¬"Grove City"¬"Estados Unidos"¬"Sin validar"¬"United States|Ohio|Grove City"
"USA"¬"New Hampshire"¬"Cheshire County"¬"Estados Unidos"¬"Sin validar"¬"USA|New Hampshire|Cheshire County"
"Usa"¬"Indiana, Massachusetts"¬"I left Boston for Indiana, so get a Boston salary in south bend "¬"Estados Unidos"¬"Indiana"¬"Usa|Indiana, Massachusetts|I left Boston for Indiana, so get a Boston salary in south bend "
"UK"¬¬"nr. London"¬"Reino Unido"¬"No determinada"¬"UK||nr. London"
"Usa"¬"Illinois"¬"Bannockburn"¬"Estados Unidos"¬"Bannockburn"¬"Usa|Illinois|Bannockburn"
"Usa"¬"Illinois"¬"Libertyville"¬"Estados Unidos"¬"Libertyville"¬"Usa|Illinois|Libertyville"
"United states"¬"Pennsylvania"¬"Lancaster, Pa"¬"Estados Unidos"¬"Lancaster"¬"United states|Pennsylvania|Lancaster, Pa"
"United States"¬"Tennessee"¬"Crossville"¬"Estados Unidos"¬"Crossville"¬"United States|Tennessee|Crossville"
"United States"¬"Pennsylvania"¬"Royersford"¬"Estados Unidos"¬"Royersford"¬"United States|Pennsylvania|Royersford"
"US"¬"New Jersey"¬"Ridgefield Park"¬"Estados Unidos"¬"Sin validar"¬"US|New Jersey|Ridgefield Park"
"United States of America"¬"Virginia"¬"Skip"¬"Estados Unidos"¬"Skip"¬"United States of America|Virginia|Skip"
"Isle of Man"¬¬"Douglas"¬"Isla de Man"¬"Douglas"¬"Isle of Man||Douglas"
"Usa"¬"Ohio"¬"Canton"¬"Estados Unidos"¬"Canton"¬"Usa|Ohio|Canton"
"Us"¬"Iowa"¬"Ankeny"¬"Estados Unidos"¬"Ankeny"¬"Us|Iowa|Ankeny"
"US"¬"Rhode Island"¬"Providence "¬"Estados Unidos"¬"Providence "¬"US|Rhode Island|Providence "
"England"¬¬"Portsmouth"¬"Reino Unido"¬"Portsmouth"¬"England||Portsmouth"
"England"¬¬"Lincoln"¬"Reino Unido"¬"Lincoln"¬"England||Lincoln"
"United States "¬"Tennessee"¬"Murfreesboro "¬"Estados Unidos"¬"Murfreesboro "¬"United States |Tennessee|Murfreesboro "
"United states "¬"Virginia"¬"Tysons"¬"Estados Unidos"¬"Tysons"¬"United states |Virginia|Tysons"
"USA "¬"Florida"¬"St. Petersburg "¬"Estados Unidos"¬"Sin validar"¬"USA |Florida|St. Petersburg "
"Northern Ireland, United Kingdom"¬¬"Belfast"¬"Reino Unido"¬" Belfast"¬"Northern Ireland, United Kingdom||Belfast"
"USA"¬"Massachusetts"¬"Raynham"¬"Estados Unidos"¬"Raynham"¬"USA|Massachusetts|Raynham"
"US"¬"Massachusetts"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"US|Massachusetts|Remote"
"United States "¬"Oregon"¬"Corvallis"¬"Estados Unidos"¬"Corvallis"¬"United States |Oregon|Corvallis"
"USA"¬"Michigan"¬"Dearborn Heights"¬"Estados Unidos"¬"Sin validar"¬"USA|Michigan|Dearborn Heights"
"United States"¬"Florida"¬"Work from Home"¬"Estados Unidos"¬"No determinada"¬"United States|Florida|Work from Home"
"United States"¬"Georgia"¬"Savannah "¬"Estados Unidos"¬"Savannah "¬"United States|Georgia|Savannah "
"USA"¬"Arizona"¬"Yuma"¬"Estados Unidos"¬"Yuma"¬"USA|Arizona|Yuma"
"United States"¬"Georgia"¬"Woodstock "¬"Estados Unidos"¬"Woodstock "¬"United States|Georgia|Woodstock "
"U.S."¬"North Carolina"¬"Chapel Hill"¬"Estados Unidos"¬"Sin validar"¬"U.S.|North Carolina|Chapel Hill"
"USA "¬"New York"¬"Batavia"¬"Estados Unidos"¬"Batavia"¬"USA |New York|Batavia"
"USA"¬"New Hampshire"¬"Troy"¬"Estados Unidos"¬"Troy"¬"USA|New Hampshire|Troy"
"US"¬"Georgia"¬"Griffin"¬"Estados Unidos"¬"Griffin"¬"US|Georgia|Griffin"
"United States"¬"Washington"¬"Stanwood"¬"Estados Unidos"¬"Stanwood"¬"United States|Washington|Stanwood"
"europe"¬¬"prague"¬"Europa"¬" Praga"¬"europe||prague"
"USA "¬"Ohio"¬"Cincinnati "¬"Estados Unidos"¬" Cincinnati"¬"USA |Ohio|Cincinnati "
"USA"¬"Texas"¬"Dallas "¬"Estados Unidos"¬" Dallas"¬"USA|Texas|Dallas "
"US"¬"Florida"¬"Ft. Walton"¬"Estados Unidos"¬"Sin validar"¬"US|Florida|Ft. Walton"
"California "¬"California"¬"San Jose "¬"Estados Unidos"¬" San José"¬"California |California|San Jose "
"United States"¬"Washington"¬"Bainbridge Island"¬"Estados Unidos"¬"Sin validar"¬"United States|Washington|Bainbridge Island"
"Uk"¬¬"Lancashire"¬"Reino Unido"¬"Lancashire"¬"Uk||Lancashire"
"United States "¬"Maryland"¬"Lexington Park"¬"Estados Unidos"¬"Lexington Park"¬"United States |Maryland|Lexington Park"
"United States "¬"New Jersey"¬"Somerset"¬"Estados Unidos"¬"Somerset"¬"United States |New Jersey|Somerset"
"United States "¬"Texas"¬"Denton"¬"Estados Unidos"¬"Denton"¬"United States |Texas|Denton"
"United States "¬"Ohio"¬"Massillon "¬"Estados Unidos"¬"Massillon "¬"United States |Ohio|Massillon "
"UK"¬¬"Shropshire"¬"Reino Unido"¬"Shropshire"¬"UK||Shropshire"
"USA"¬"New York"¬"Uniondale"¬"Estados Unidos"¬"Uniondale"¬"USA|New York|Uniondale"
"USA"¬"Arkansas"¬"Arkadelphia"¬"Estados Unidos"¬"Arkadelphia"¬"USA|Arkansas|Arkadelphia"
"US"¬"North Carolina"¬"Weaverville "¬"Estados Unidos"¬"Weaverville "¬"US|North Carolina|Weaverville "
"united states"¬"Florida, New Hampshire, Wisconsin"¬"milwaukee"¬"Estados Unidos"¬"Milwaukee"¬"united states|Florida, New Hampshire, Wisconsin|milwaukee"
"USA"¬"California"¬"Chatsworth"¬"Estados Unidos"¬"Chatsworth"¬"USA|California|Chatsworth"
"US"¬"California"¬"Lake Forest"¬"Estados Unidos"¬"Sin validar"¬"US|California|Lake Forest"
"US"¬"Nebraska"¬"Lincoln"¬"Estados Unidos"¬"Lincoln"¬"US|Nebraska|Lincoln"
"UnitedStates"¬"Virginia"¬"Richmond "¬"Estados Unidos"¬"Richmond"¬"UnitedStates|Virginia|Richmond "
"USA"¬"Oklahoma"¬"Broken Arrow "¬"Estados Unidos"¬"Sin validar"¬"USA|Oklahoma|Broken Arrow "
"US"¬"Wisconsin"¬"Kenosha"¬"Estados Unidos"¬"Kenosha"¬"US|Wisconsin|Kenosha"
"England "¬¬"Liverpool "¬"Reino Unido"¬" Liverpool"¬"England ||Liverpool "
"UK"¬¬"Edinburgh, UK"¬"Reino Unido"¬"Edinburgh"¬"UK||Edinburgh, UK"
"United Kingdom (England)"¬¬"Sheffield "¬"Reino Unido"¬"Sheffield "¬"United Kingdom (England)||Sheffield "
"Denmark"¬¬"-"¬"Dinamarca"¬"No determinada"¬"Denmark||-"
"USA "¬"Arkansas"¬"Little Rock "¬"Estados Unidos"¬"Sin validar"¬"USA |Arkansas|Little Rock "
"UK"¬¬"Leeds, UK"¬"Reino Unido"¬"Leeds"¬"UK||Leeds, UK"
"United States"¬"Washington"¬"Pasco"¬"Estados Unidos"¬"Pasco"¬"United States|Washington|Pasco"
"USA"¬"New Jersey, New York"¬"NYC"¬"Estados Unidos"¬"Nueva York"¬"USA|New Jersey, New York|NYC"
"USA "¬"Connecticut"¬"Guilford "¬"Estados Unidos"¬"Guilford "¬"USA |Connecticut|Guilford "
"United States "¬"California"¬"Oakland "¬"Estados Unidos"¬"Oakland"¬"United States |California|Oakland "
"U.S"¬"New York"¬"New York City"¬"Estados Unidos"¬" Nueva York"¬"U.S|New York|New York City"
"United States"¬"Montana"¬"Bozeman "¬"Estados Unidos"¬"Bozeman "¬"United States|Montana|Bozeman "
"us"¬"Arizona"¬"glendale"¬"Estados Unidos"¬"glendale"¬"us|Arizona|glendale"
"Germany "¬¬"Kiel"¬"Alemania"¬"Kiel"¬"Germany ||Kiel"
"U.S.A."¬"Wisconsin"¬"Madison"¬"Estados Unidos"¬"Madison"¬"U.S.A.|Wisconsin|Madison"
"Germany"¬¬"Bonn"¬"Alemania"¬"Bonn"¬"Germany||Bonn"
"United States"¬"Michigan"¬"Houghton "¬"Estados Unidos"¬"Houghton "¬"United States|Michigan|Houghton "
"US"¬"Nevada"¬"Full time remote employee, pre-pandemic"¬"Estados Unidos"¬"No determinada"¬"US|Nevada|Full time remote employee, pre-pandemic"
"USA"¬"New Jersey"¬"Stockton, NJ"¬"Estados Unidos"¬"Stockton"¬"USA|New Jersey|Stockton, NJ"
"USA "¬"California"¬"Long Beach"¬"Estados Unidos"¬"Sin validar"¬"USA |California|Long Beach"
"USA"¬"Connecticut"¬"Meriden"¬"Estados Unidos"¬"Meriden"¬"USA|Connecticut|Meriden"
"UK, but for globally fully remote company"¬¬"London, but for globally fully remote company"¬"Reino Unido"¬"Londres"¬"UK, but for globally fully remote company||London, but for globally fully remote company"
"Australian "¬¬"Sydney"¬"Australia"¬" Sídney"¬"Australian ||Sydney"
"Usa"¬"Arizona"¬"Don’t want to answer"¬"Estados Unidos"¬"No determinada"¬"Usa|Arizona|Don’t want to answer"
"USA"¬"Minnesota"¬"Medina"¬"Estados Unidos"¬"Medina"¬"USA|Minnesota|Medina"
"Usa"¬"Massachusetts"¬"North Reading"¬"Estados Unidos"¬"Sin validar"¬"Usa|Massachusetts|North Reading"
"USA "¬"Pennsylvania"¬"Greensburg"¬"Estados Unidos"¬"Greensburg"¬"USA |Pennsylvania|Greensburg"
"Usa"¬"Massachusetts"¬"Greenfield"¬"Estados Unidos"¬"Greenfield"¬"Usa|Massachusetts|Greenfield"
"United States of America"¬"Missouri"¬"University City"¬"Estados Unidos"¬"Sin validar"¬"United States of America|Missouri|University City"
"USA"¬"Maryland"¬"Hyattsville"¬"Estados Unidos"¬"Hyattsville"¬"USA|Maryland|Hyattsville"
"Canada"¬¬"Canada"¬"Canadá"¬"Canada"¬"Canada||Canada"
"United states"¬"Pennsylvania, Rhode Island"¬"Souderton"¬"Estados Unidos"¬"Souderton"¬"United states|Pennsylvania, Rhode Island|Souderton"
"New Zealand"¬¬"Timaru"¬"Nueva Zelanda"¬"Timaru"¬"New Zealand||Timaru"
"Germany"¬¬"Nueremberg"¬"Alemania"¬"Nueremberg"¬"Germany||Nueremberg"
"US"¬"Virginia"¬"DC Metro Area"¬"Estados Unidos"¬"Washington D.C."¬"US|Virginia|DC Metro Area"
"US"¬"Maine"¬"Work from home"¬"Estados Unidos"¬"No determinada"¬"US|Maine|Work from home"
"US"¬"California"¬"Redlands"¬"Estados Unidos"¬"Redlands"¬"US|California|Redlands"
"USA"¬"Massachusetts"¬"Charlestown (Boston)"¬"Estados Unidos"¬"Charlestown"¬"USA|Massachusetts|Charlestown (Boston)"
"Netherlands "¬¬"Den bosch "¬"Países Bajos"¬"Sin validar"¬"Netherlands ||Den bosch "
"Australia"¬¬"Sunshine Coast"¬"Australia"¬"Sin validar"¬"Australia||Sunshine Coast"
"USA"¬"Maryland"¬"Western MD"¬"Estados Unidos"¬"Sin validar"¬"USA|Maryland|Western MD"
"United States "¬"Colorado"¬"Boulder "¬"Estados Unidos"¬"Boulder"¬"United States |Colorado|Boulder "
"United states "¬"Illinois"¬"Lisle"¬"Estados Unidos"¬"Lisle"¬"United states |Illinois|Lisle"
"Canada"¬¬"Northern Ontario"¬"Canadá"¬"Sin validar"¬"Canada||Northern Ontario"
"USA"¬"Maine"¬"Rockport"¬"Estados Unidos"¬"Rockport"¬"USA|Maine|Rockport"
"United States"¬"Mississippi"¬"Ocean Springs"¬"Estados Unidos"¬"Sin validar"¬"United States|Mississippi|Ocean Springs"
"US"¬"New Jersey"¬"NYC "¬"Estados Unidos"¬"Nueva York"¬"US|New Jersey|NYC "
"U.S."¬"Tennessee"¬"Knoxville"¬"Estados Unidos"¬"Knoxville"¬"U.S.|Tennessee|Knoxville"
"U.S."¬"California"¬"San Francisco "¬"Estados Unidos"¬" San Francisco"¬"U.S.|California|San Francisco "
"Germany"¬¬"Bremen"¬"Alemania"¬"Bremen"¬"Germany||Bremen"
"United States "¬"Missouri"¬"Saint Louis"¬"Estados Unidos"¬"Sin validar"¬"United States |Missouri|Saint Louis"
"USA"¬"Colorado"¬"Boulder, CO"¬"Estados Unidos"¬"Boulder"¬"USA|Colorado|Boulder, CO"
"United States"¬"New Hampshire"¬"Exeter "¬"Estados Unidos"¬"Exeter "¬"United States|New Hampshire|Exeter "
"Canada"¬¬"Bowmanville"¬"Canadá"¬"Bowmanville"¬"Canada||Bowmanville"
"USA"¬¬"Dallas"¬"Estados Unidos"¬" Dallas"¬"USA||Dallas"
"United States"¬"Washington"¬"Anacortes"¬"Estados Unidos"¬"Anacortes"¬"United States|Washington|Anacortes"
"Belgium"¬¬"Brussel"¬"Bélgica"¬"Brussel"¬"Belgium||Brussel"
"United States of America"¬"Virginia"¬"Manassas"¬"Estados Unidos"¬"Manassas"¬"United States of America|Virginia|Manassas"
"USA"¬"Vermont"¬"St Albans"¬"Estados Unidos"¬"Sin validar"¬"USA|Vermont|St Albans"
"USA"¬"Massachusetts"¬"Fitchburg and Worcester"¬"Estados Unidos"¬"Sin validar"¬"USA|Massachusetts|Fitchburg and Worcester"
"U.S.A."¬"Ohio"¬"Findlay"¬"Estados Unidos"¬"Findlay"¬"U.S.A.|Ohio|Findlay"
"USA"¬"Iowa"¬"Marshalltown"¬"Estados Unidos"¬"Marshalltown"¬"USA|Iowa|Marshalltown"
"Australia "¬¬"Adelaide "¬"Australia"¬" Adelaida"¬"Australia ||Adelaide "
"USA"¬"California"¬"Cotati"¬"Estados Unidos"¬"Cotati"¬"USA|California|Cotati"
"United States"¬"California"¬"Fullerton"¬"Estados Unidos"¬"Fullerton"¬"United States|California|Fullerton"
"United States"¬"West Virginia"¬"Lewisburg"¬"Estados Unidos"¬"Lewisburg"¬"United States|West Virginia|Lewisburg"
"United States "¬"Ohio"¬"Columbus"¬"Estados Unidos"¬" Columbus"¬"United States |Ohio|Columbus"
"United States"¬"Minnesota"¬"St. Paul "¬"Estados Unidos"¬"St. Paul"¬"United States|Minnesota|St. Paul "
"México"¬¬"Monterrey"¬"México"¬"Monterrey"¬"México||Monterrey"
"Germany"¬¬"Regensburg"¬"Alemania"¬"Regensburg"¬"Germany||Regensburg"
"USA"¬"New Jersey"¬"Weehawken "¬"Estados Unidos"¬"Weehawken "¬"USA|New Jersey|Weehawken "
"New zealand"¬¬"Auckland "¬"Nueva Zelanda"¬" Auckland"¬"New zealand||Auckland "
"United States"¬"California"¬"Garden grove"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Garden grove"
"United States "¬"South Carolina"¬"Columbia"¬"Estados Unidos"¬"Columbia"¬"United States |South Carolina|Columbia"
"United States"¬"Pennsylvania"¬"Malvern"¬"Estados Unidos"¬"Malvern"¬"United States|Pennsylvania|Malvern"
"USA"¬"New Jersey"¬"Camden"¬"Estados Unidos"¬"Camden"¬"USA|New Jersey|Camden"
"Canada "¬¬"Canada "¬"Canadá"¬"Canada "¬"Canada ||Canada "
"USA"¬"New Jersey"¬"Dayton"¬"Estados Unidos"¬"Dayton"¬"USA|New Jersey|Dayton"
"USA "¬¬"New York "¬"Estados Unidos"¬" Nueva York"¬"USA ||New York "
"US"¬"South Carolina"¬"SC"¬"Estados Unidos"¬"SC"¬"US|South Carolina|SC"
"USA"¬"Georgia"¬"St. Simons Island "¬"Estados Unidos"¬"Sin validar"¬"USA|Georgia|St. Simons Island "
"USA "¬"California"¬"SF"¬"Estados Unidos"¬"SF"¬"USA |California|SF"
"U.S."¬"New Mexico"¬"Albuquerque"¬"Estados Unidos"¬" Albuquerque"¬"U.S.|New Mexico|Albuquerque"
"USA"¬"Massachusetts"¬"Orange"¬"Estados Unidos"¬"Orange"¬"USA|Massachusetts|Orange"
"United States"¬"Michigan"¬"Niles"¬"Estados Unidos"¬"Niles"¬"United States|Michigan|Niles"
"France"¬¬"Lons Le Saunier"¬"Francia"¬"Sin validar"¬"France||Lons Le Saunier"
"Canada"¬¬"Princeton, ON"¬"Canadá"¬"Princeton"¬"Canada||Princeton, ON"
"USA"¬"California"¬"Mill Valley"¬"Estados Unidos"¬"Sin validar"¬"USA|California|Mill Valley"
"United States"¬"Indiana"¬"Auburn"¬"Estados Unidos"¬"Auburn"¬"United States|Indiana|Auburn"
"US"¬"Pennsylvania"¬"Philly"¬"Estados Unidos"¬"Philly"¬"US|Pennsylvania|Philly"
"USA"¬"Ohio"¬"N/A"¬"Estados Unidos"¬"No determinada"¬"USA|Ohio|N/A"
"United States of America"¬"Mississippi"¬"Jackson"¬"Estados Unidos"¬"Jackson"¬"United States of America|Mississippi|Jackson"
"USA"¬"New York"¬"Ithaca NY"¬"Estados Unidos"¬"Sin validar"¬"USA|New York|Ithaca NY"
"United States of America"¬"Michigan"¬"Petoskey"¬"Estados Unidos"¬"Petoskey"¬"United States of America|Michigan|Petoskey"
"Canada"¬¬"Ontario "¬"Canadá"¬"Ontario "¬"Canada||Ontario "
"United States"¬"Utah"¬"Magna"¬"Estados Unidos"¬"Magna"¬"United States|Utah|Magna"
"England, United Kingdom"¬¬"Leeds, UK"¬"Reino Unido"¬"Leeds"¬"England, United Kingdom||Leeds, UK"
"USA"¬"Pennsylvania"¬"St. Davids"¬"Estados Unidos"¬"Sin validar"¬"USA|Pennsylvania|St. Davids"
"Netherlands"¬¬"Amsterdsm"¬"Países Bajos"¬"Amsterdsm"¬"Netherlands||Amsterdsm"
"United States"¬"California"¬"Remotely "¬"Estados Unidos"¬"No determinada"¬"United States|California|Remotely "
"Jamaica"¬¬"Kingston"¬"Jamaica"¬"Kingston"¬"Jamaica||Kingston"
"USA"¬"Georgia"¬"Atlanta, GA "¬"Estados Unidos"¬"Atlanta"¬"USA|Georgia|Atlanta, GA "
"United States"¬"New York"¬"Cortland"¬"Estados Unidos"¬"Cortland"¬"United States|New York|Cortland"
"United States"¬"Massachusetts"¬"Orange"¬"Estados Unidos"¬"Orange"¬"United States|Massachusetts|Orange"
"Canada"¬¬"Moose Jaw, sk."¬"Canadá"¬"Moose Jaw"¬"Canada||Moose Jaw, sk."
"USA"¬"Virginia"¬"Alexandrira"¬"Estados Unidos"¬"Alexandrira"¬"USA|Virginia|Alexandrira"
"USA"¬"Illinois"¬"New Lenox"¬"Estados Unidos"¬"Sin validar"¬"USA|Illinois|New Lenox"
"England"¬¬"Nottingham"¬"Reino Unido"¬"Nottingham"¬"England||Nottingham"
"United States of America"¬"Pennsylvania"¬"King of Prussia"¬"Estados Unidos"¬"Sin validar"¬"United States of America|Pennsylvania|King of Prussia"
"England"¬¬"Croydon"¬"Reino Unido"¬"Croydon"¬"England||Croydon"
"Canada"¬¬"Portage la Prairie, Manitoba"¬"Canadá"¬"Portage la Prairie"¬"Canada||Portage la Prairie, Manitoba"
"United States "¬"Oregon"¬"Beaverton"¬"Estados Unidos"¬"Beaverton"¬"United States |Oregon|Beaverton"
"Usa"¬"Michigan"¬"Ypsilanti"¬"Estados Unidos"¬"Ypsilanti"¬"Usa|Michigan|Ypsilanti"
"United states"¬"Idaho"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"United states|Idaho|Remote"
"USA"¬"Maryland"¬"Aberdeen Proving Ground"¬"Estados Unidos"¬"Sin validar"¬"USA|Maryland|Aberdeen Proving Ground"
"USA"¬"Kentucky"¬"Covington"¬"Estados Unidos"¬"Covington"¬"USA|Kentucky|Covington"
"US"¬"Colorado"¬"Greenwood Village"¬"Estados Unidos"¬"Sin validar"¬"US|Colorado|Greenwood Village"
"USA "¬"California"¬"Huntington beach "¬"Estados Unidos"¬"Sin validar"¬"USA |California|Huntington beach "
"United States of America"¬"Wisconsin"¬"La Crosse"¬"Estados Unidos"¬"Sin validar"¬"United States of America|Wisconsin|La Crosse"
"United States "¬"California"¬"San Bernardino "¬"Estados Unidos"¬"Sin validar"¬"United States |California|San Bernardino "
"United States"¬"Washington"¬"Tacoma (we are now permanently WFH, but our office was based in Tacoma)"¬"Estados Unidos"¬"Tacoma"¬"United States|Washington|Tacoma (we are now permanently WFH, but our office was based in Tacoma)"
"United States of America"¬"North Carolina"¬"Pittsboro"¬"Estados Unidos"¬"Pittsboro"¬"United States of America|North Carolina|Pittsboro"
"Usa"¬"California"¬"Garden grove "¬"Estados Unidos"¬"Sin validar"¬"Usa|California|Garden grove "
"United States "¬"Texas"¬"Fort Worth "¬"Estados Unidos"¬"Sin validar"¬"United States |Texas|Fort Worth "
"United States"¬"Pennsylvania"¬"Malvern, PA"¬"Estados Unidos"¬"Malvern"¬"United States|Pennsylvania|Malvern, PA"
"USA "¬"California"¬"San Jose "¬"Estados Unidos"¬" San José"¬"USA |California|San Jose "
"Canada"¬¬"Richmond"¬"Canadá"¬"Richmond"¬"Canada||Richmond"
"Finland"¬¬"Tampere"¬"Finlandia"¬"Tampere"¬"Finland||Tampere"
"USA"¬"Tennessee"¬"Oak Ridge"¬"Estados Unidos"¬"Sin validar"¬"USA|Tennessee|Oak Ridge"
"USA"¬"Illinois"¬"Mettawa"¬"Estados Unidos"¬"Mettawa"¬"USA|Illinois|Mettawa"
"USA"¬"Minnesota"¬"North Mankato"¬"Estados Unidos"¬"Sin validar"¬"USA|Minnesota|North Mankato"
"USA"¬"Alabama"¬"Bessemer"¬"Estados Unidos"¬"Bessemer"¬"USA|Alabama|Bessemer"
"USA"¬"Texas"¬"Lubbock "¬"Estados Unidos"¬"Lubbock "¬"USA|Texas|Lubbock "
"USA"¬"California"¬"Tehachapi"¬"Estados Unidos"¬"Tehachapi"¬"USA|California|Tehachapi"
"United states"¬"North Dakota"¬"Fort bragg"¬"Estados Unidos"¬"Sin validar"¬"United states|North Dakota|Fort bragg"
"Us"¬"California"¬"Santee"¬"Estados Unidos"¬"Santee"¬"Us|California|Santee"
"United States "¬"California"¬"Napa "¬"Estados Unidos"¬"Napa "¬"United States |California|Napa "
"United states"¬"South Carolina"¬"Mount Pleasant"¬"Estados Unidos"¬"Sin validar"¬"United states|South Carolina|Mount Pleasant"
"USA"¬"Georgia"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"USA|Georgia|Remote"
"Us"¬"New York"¬"West Chester"¬"Estados Unidos"¬"Sin validar"¬"Us|New York|West Chester"
"United States "¬"Pennsylvania"¬"Lancaster PA"¬"Estados Unidos"¬"Sin validar"¬"United States |Pennsylvania|Lancaster PA"
"USA"¬"Indiana"¬"Highland"¬"Estados Unidos"¬"Highland"¬"USA|Indiana|Highland"
"United States "¬"Indiana"¬"Fort Wayne "¬"Estados Unidos"¬"Sin validar"¬"United States |Indiana|Fort Wayne "
"United States"¬"Illinois"¬"WFH remotely, employer in another state"¬"Estados Unidos"¬"No determinada"¬"United States|Illinois|WFH remotely, employer in another state"
"UK"¬¬"Prefer not to answer"¬"Reino Unido"¬"No determinada"¬"UK||Prefer not to answer"
"USA "¬"Alabama"¬"Huntsville "¬"Estados Unidos"¬"Huntsville "¬"USA |Alabama|Huntsville "
"United States"¬"Colorado"¬"Grand Junction "¬"Estados Unidos"¬"Sin validar"¬"United States|Colorado|Grand Junction "
"US"¬"Illinois"¬"Warrenville"¬"Estados Unidos"¬"Warrenville"¬"US|Illinois|Warrenville"
"United States "¬"Rhode Island"¬"Providence "¬"Estados Unidos"¬"Providence "¬"United States |Rhode Island|Providence "
"United States"¬"Indiana"¬"Jeffersonville"¬"Estados Unidos"¬"Jeffersonville"¬"United States|Indiana|Jeffersonville"
"United States"¬"Virginia"¬"Washington DC"¬"Estados Unidos"¬" Washington D.C."¬"United States|Virginia|Washington DC"
"USA"¬"Indiana"¬"Muncie"¬"Estados Unidos"¬"Muncie"¬"USA|Indiana|Muncie"
"United states"¬"Colorado"¬"Carbondale"¬"Estados Unidos"¬"Carbondale"¬"United states|Colorado|Carbondale"
"US"¬"Illinois"¬"Central Illinois"¬"Estados Unidos"¬"Sin validar"¬"US|Illinois|Central Illinois"
"US"¬"New Jersey"¬"North Brunswick "¬"Estados Unidos"¬"Sin validar"¬"US|New Jersey|North Brunswick "
"USA"¬"New York"¬"Wheatfield "¬"Estados Unidos"¬"Wheatfield "¬"USA|New York|Wheatfield "
"USA "¬"Michigan"¬"Lansing "¬"Estados Unidos"¬"Lansing "¬"USA |Michigan|Lansing "
"U.S."¬"Georgia"¬"Atlanta "¬"Estados Unidos"¬" Atlanta"¬"U.S.|Georgia|Atlanta "
"United States"¬"Kentucky"¬"Erlanger"¬"Estados Unidos"¬"Erlanger"¬"United States|Kentucky|Erlanger"
"USA"¬"Maryland"¬"Olney"¬"Estados Unidos"¬"Olney"¬"USA|Maryland|Olney"
"Unites States"¬"California"¬"Camarillo "¬"Estados Unidos"¬"Camarillo "¬"Unites States|California|Camarillo "
"US"¬"Maryland"¬"Largo"¬"Estados Unidos"¬"Largo"¬"US|Maryland|Largo"
"USA"¬"Washington"¬"Marysville"¬"Estados Unidos"¬"Marysville"¬"USA|Washington|Marysville"
"U.S."¬"California"¬"South San Francisco"¬"Estados Unidos"¬"Sin validar"¬"U.S.|California|South San Francisco"
"United States of America"¬"Georgia"¬"Savannah"¬"Estados Unidos"¬"Savannah"¬"United States of America|Georgia|Savannah"
"United States "¬"Florida"¬"Miami "¬"Estados Unidos"¬" Miami"¬"United States |Florida|Miami "
"U.S."¬"Texas"¬"Plano"¬"Estados Unidos"¬"Plano"¬"U.S.|Texas|Plano"
"U.S. "¬"Texas"¬"College Station"¬"Estados Unidos"¬"Sin validar"¬"U.S. |Texas|College Station"
"United States"¬"Washington"¬"Gig Harbor"¬"Estados Unidos"¬"Sin validar"¬"United States|Washington|Gig Harbor"
"United States"¬"Pennsylvania"¬"Brookville"¬"Estados Unidos"¬"Brookville"¬"United States|Pennsylvania|Brookville"
"United States"¬"Idaho"¬"Lewiston"¬"Estados Unidos"¬"Lewiston"¬"United States|Idaho|Lewiston"
